Document Type,Document No.,Order Type,Channel Code,Channel Name,Sub Channel Code,Sub Channel Name,Region Code,Region Name,Area Code,Area Name,Township Code,Township Name,SE Code,SFA User Id.,SE Name,Customer No.,Customer Name,Brand,Brand Name,Pack Type,Pack Type Name,Item No.,Description,Base Unit of Measure,Beer Type Code,Beer Type Description,Year,Month,Day,Invoiced Quantity,Invoiced Qty. In HL,Sales Amount (Actual),Sales Tax Amount (Actual),Total Amount (Actual),Discount Amount (Sales),Discount Amount (Tax),Discount Amount,Gross Sale,Gross Tax Amount,Total Sales Incl.Tax,Invoice/Credit Memo No.,Posting Date,Location Code,Order No.,SFA Order No.,Order Date,Cr. Memo External Document No.,Return Order No.,Return Reason,Posted Warehouse Shipment/Receipt,External Document No.
Sales Shipment,SS-YGN/2021/4000750,POSM,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013001,Insein,SE-009,SE-10392,Thant Zin,C011194,C011194-V.I.P BBQ,BG0201,Tuborg Green,,,8000419,TB 4G Bar Runner,PCS,,,2021,12,1,5,0,0,0,0,12.85,0,12.85,12.85,0,12.85,PSI-YGN/2021/4000741,01-12-21,YGN-POSM,YGN-01/2021/4000901,RPSE-10392241120211620040344,24-11-21,,,,YGN-PWS/2021/003000,RPSE-10392241120211620040344
Sales Shipment,SS-YGN/2021/4000750,POSM,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013001,Insein,SE-009,SE-10392,Thant Zin,C011194,C011194-V.I.P BBQ,BG0201,Tuborg Green,,,8000436,TB 4G Beer Tower 3L,PCS,,,2021,12,1,3,0,0,0,0,148.8,0,148.8,148.8,0,148.8,PSI-YGN/2021/4000741,01-12-21,YGN-POSM,YGN-01/2021/4000901,RPSE-10392241120211620040344,24-11-21,,,,YGN-PWS/2021/003000,RPSE-10392241120211620040344
Sales Shipment,SS-YGN/2021/4000750,POSM,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013001,Insein,SE-009,SE-10392,Thant Zin,C011194,C011194-V.I.P BBQ,BL3710,Black Eagle,,,8000474,Black Eagle 0.3L staufeneck stout glass,PCS,,,2021,12,1,48,0,0,0,0,"96,000.00",0,"96,000.00","96,000.00",0,"96,000.00",PSI-YGN/2021/4000741,01-12-21,YGN-POSM,YGN-01/2021/4000901,RPSE-10392241120211620040344,24-11-21,,,,YGN-PWS/2021/003000,RPSE-10392241120211620040344
Sales Shipment,SS-YGN/2021/4000750,POSM,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013001,Insein,SE-009,SE-10392,Thant Zin,C011194,C011194-V.I.P BBQ,BL3710,Black Eagle,,,8000485,Black Eagle Coaster,PCS,,,2021,12,1,100,0,0,0,0,"3,152.00",0,"3,152.00","3,152.00",0,"3,152.00",PSI-YGN/2021/4000741,01-12-21,YGN-POSM,YGN-01/2021/4000901,RPSE-10392241120211620040344,24-11-21,,,,YGN-PWS/2021/003000,RPSE-10392241120211620040344
Sales Shipment,SS-YGN/2021/4000750,POSM,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013001,Insein,SE-009,SE-10392,Thant Zin,C011194,C011194-V.I.P BBQ,BL3710,Black Eagle,,,8000491,Black Eagle Tissue Box,PCS,,,2021,12,1,10,0,0,0,0,0,0,0,0,0,0,PSI-YGN/2021/4000741,01-12-21,YGN-POSM,YGN-01/2021/4000901,RPSE-10392241120211620040344,24-11-21,,,,YGN-PWS/2021/003000,RPSE-10392241120211620040344
Sales Shipment,SS-YGN/2021/4000750,POSM,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013001,Insein,SE-009,SE-10392,Thant Zin,C011194,C011194-V.I.P BBQ,BL3710,Black Eagle,,,8000502,BE Indoor LED,PCS,,,2021,12,1,1,0,0,0,0,0,0,0,0,0,0,PSI-YGN/2021/4000741,01-12-21,YGN-POSM,YGN-01/2021/4000901,RPSE-10392241120211620040344,24-11-21,,,,YGN-PWS/2021/003000,RPSE-10392241120211620040344
Sales Shipment,SS-YGN/2021/4000750,POSM,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013001,Insein,SE-009,SE-10392,Thant Zin,C011194,C011194-V.I.P BBQ,BG0101,Carlsberg,,,8000654,Carlsberg NY Dawn Glass 0.3L,PCS,,,2021,12,1,30,0,0,0,0,0,0,0,0,0,0,PSI-YGN/2021/4000741,01-12-21,YGN-POSM,YGN-01/2021/4000901,RPSE-10392241120211620040344,24-11-21,,,,YGN-PWS/2021/003000,RPSE-10392241120211620040344
Sales Shipment,SS-YGN/2021/1013135,,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,BL3710,Black Eagle,PT006,10 Liter Keg,10BEG10K,Black Eagle 10 Liter Keg,KEG,BT004,Stout,2021,12,1,5,0.5,"123,809.52","6,190.48","130,000.00",0,0,0,"123,809.52","6,190.48","130,000.00",PSI-YGN/2021/1013164,01-12-21,YGN-01,YGN-01/2021/1013133,SE-10739291120211953330734,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120211953330734
Sales Shipment,SS-YGN/2021/1013135,Free Beer-Contract Volume Related,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,BL3710,Black Eagle,PT006,10 Liter Keg,10BEG10K,Black Eagle 10 Liter Keg,KEG,BT004,Stout,2021,12,1,1,0.1,0,0,0,"24,761.90",0,"24,761.90","24,761.90",0,"24,761.90",PSI-YGN/2021/1013164,01-12-21,YGN-01,YGN-01/2021/1013133,SE-10739291120211953330734,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120211953330734
Sales Shipment,SS-YGN/2021/1013135,,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,BG0101,Carlsberg,PT006,10 Liter Keg,10CBG10K,Carlsberg 10 Liter KEG,KEG,BT001,Lager,2021,12,1,7,0.7,"207,333.33","10,366.67","217,700.00",0,0,0,"207,333.33","10,366.67","217,700.00",PSI-YGN/2021/1013164,01-12-21,YGN-01,YGN-01/2021/1013133,SE-10739291120211953330734,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120211953330734
Sales Shipment,SS-YGN/2021/1013135,Free Beer-Contract Volume Related,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,BG0101,Carlsberg,PT006,10 Liter Keg,10CBG10K,Carlsberg 10 Liter KEG,KEG,BT001,Lager,2021,12,1,1,0.1,0,0,0,"29,619.05",0,"29,619.05","29,619.05",0,"29,619.05",PSI-YGN/2021/1013164,01-12-21,YGN-01,YGN-01/2021/1013133,SE-10739291120211953330734,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120211953330734
Sales Shipment,SS-YGN/2021/1013135,,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,BG0101,Carlsberg,PT001,30 Liter Keg,10CBG30K,Carlsberg 30 Liter KEG,KEG,BT001,Lager,2021,12,1,3,0.9,"256,571.43","12,828.57","269,400.00",0,0,0,"256,571.43","12,828.57","269,400.00",PSI-YGN/2021/1013164,01-12-21,YGN-01,YGN-01/2021/1013133,SE-10739291120211953330734,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120211953330734
Sales Shipment,SS-YGN/2021/1013135,,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,1,0.3,"64,047.62","3,202.38","67,250.00",0,0,0,"64,047.62","3,202.38","67,250.00",PSI-YGN/2021/1013164,01-12-21,YGN-01,YGN-01/2021/1013133,SE-10739291120211953330734,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120211953330734
Sales Shipment,SS-YGN/2021/1013135,,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,4,1.2,"256,190.48","12,809.52","269,000.00",0,0,0,"256,190.48","12,809.52","269,000.00",PSI-YGN/2021/1013164,01-12-21,YGN-01,YGN-01/2021/1013133,SE-10739291120211953330734,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120211953330734
Sales Return Receipt,SR-YGN/2021/206965,,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000032,Keg 30L,PCS,,,2021,12,1,-7,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005954,03-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013164,YGN-01/2021/2007490,Empty Return,YGN-PWR/2021/002055,
Sales Return Receipt,SR-YGN/2021/206965,,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000053,Keg 10L,PCS,,,2021,12,1,-10,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005954,03-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013164,YGN-01/2021/2007490,Empty Return,YGN-PWR/2021/002055,
Sales Return Receipt,SR-YGN/2021/206965,,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C011202,C011202-Sone Mhat Restaurant,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,CO2EMPTY,CO2 (Empty),PCS,,,2021,12,1,-1,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005954,03-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013164,YGN-01/2021/2007490,Empty Return,YGN-PWR/2021/002055,
Sales Shipment,SS-YGN/2021/1013150,,MR,Mainstream Restaurant,MR-D,Mainstream Restaurant (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013011,South Okkalapa,SE-003,SE-10255,Wai Phyo,C011231,C011231-Ben Zai,BG0101,Carlsberg,PT001,30 Liter Keg,10CBG30K,Carlsberg 30 Liter KEG,KEG,BT001,Lager,2021,12,1,2,0.6,"171,047.62","8,552.38","179,600.00",0,0,0,"171,047.62","8,552.38","179,600.00",PSI-YGN/2021/1013179,01-12-21,YGN-01,YGN-01/2021/1013119,SE-10255291120211335430590,29-11-21,,,,YGN-PWS/2021/002996,SE-10255291120211335430590
Sales Shipment,SS-YGN/2021/1013150,,MR,Mainstream Restaurant,MR-D,Mainstream Restaurant (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013011,South Okkalapa,SE-003,SE-10255,Wai Phyo,C011231,C011231-Ben Zai,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,5,1.5,"320,238.10","16,011.91","336,250.01",0,0,0,"320,238.10","16,011.91","336,250.01",PSI-YGN/2021/1013179,01-12-21,YGN-01,YGN-01/2021/1013119,SE-10255291120211335430590,29-11-21,,,,YGN-PWS/2021/002996,SE-10255291120211335430590
Sales Return Receipt,SR-YGN/2021/206944,,MR,Mainstream Restaurant,MR-D,Mainstream Restaurant (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013011,South Okkalapa,SE-003,SE-10255,Wai Phyo,C011231,C011231-Ben Zai,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000032,Keg 30L,PCS,,,2021,12,1,-4,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005866,02-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013179,YGN-01/2021/2007461,Empty Return,YGN-PWR/2021/002053,
Sales Shipment,SS-YGN/2021/5001406,Co2 Cylinder,MR,Mainstream Restaurant,MR-D,Mainstream Restaurant (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013011,South Okkalapa,SE-003,SE-10255,Wai Phyo,C011231,C011231-Ben Zai,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,CO2FULL,CO2 Cylinder (Full),PCS,,,2021,12,1,1,0,0,0,0,0,0,0,0,0,0,PSI-YGN/2021/5001408,01-12-21,YGN-01,YGN-01/2021/5001423,COSE-10255291120211335430590,29-11-21,,,,YGN-PWS/2021/002996,COSE-10255291120211335430590
Sales Shipment,SS-YGN/2021/1013120,,BG,Beer Garden,BG-D,Beer Garden (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013019,Dagon Myothit (North),SE-022,SE-10324,Soe Min Htut,C011241,C011241-Honey BBQ,BL3710,Black Eagle,PT006,10 Liter Keg,10BEG10K,Black Eagle 10 Liter Keg,KEG,BT004,Stout,2021,12,1,2,0.2,"49,523.81","2,476.19","52,000.00",0,0,0,"49,523.81","2,476.19","52,000.00",PSI-YGN/2021/1013149,01-12-21,YGN-01,YGN-01/2021/1013128,SE-10324291120212113050782,29-11-21,,,,YGN-PWS/2021/002993,SE-10324291120212113050782
Sales Shipment,SS-YGN/2021/1013120,,BG,Beer Garden,BG-D,Beer Garden (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013019,Dagon Myothit (North),SE-022,SE-10324,Soe Min Htut,C011241,C011241-Honey BBQ,BG0101,Carlsberg,PT001,30 Liter Keg,10CBG30K,Carlsberg 30 Liter KEG,KEG,BT001,Lager,2021,12,1,2,0.6,"171,047.62","8,552.38","179,600.00",0,0,0,"171,047.62","8,552.38","179,600.00",PSI-YGN/2021/1013149,01-12-21,YGN-01,YGN-01/2021/1013128,SE-10324291120212113050782,29-11-21,,,,YGN-PWS/2021/002993,SE-10324291120212113050782
Sales Shipment,SS-YGN/2021/1013120,,BG,Beer Garden,BG-D,Beer Garden (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013019,Dagon Myothit (North),SE-022,SE-10324,Soe Min Htut,C011241,C011241-Honey BBQ,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,1,0.3,"64,047.62","3,202.38","67,250.00",0,0,0,"64,047.62","3,202.38","67,250.00",PSI-YGN/2021/1013149,01-12-21,YGN-01,YGN-01/2021/1013128,SE-10324291120212113050782,29-11-21,,,,YGN-PWS/2021/002993,SE-10324291120212113050782
Sales Return Receipt,SR-YGN/2021/206992,,BG,Beer Garden,BG-D,Beer Garden (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013019,Dagon Myothit (North),SE-022,SE-10324,Soe Min Htut,C011241,C011241-Honey BBQ,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000032,Keg 30L,PCS,,,2021,12,1,-3,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005955,03-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013149,YGN-01/2021/2007509,Empty Return,YGN-PWR/2021/002058,
Sales Return Receipt,SR-YGN/2021/206992,,BG,Beer Garden,BG-D,Beer Garden (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013019,Dagon Myothit (North),SE-022,SE-10324,Soe Min Htut,C011241,C011241-Honey BBQ,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000053,Keg 10L,PCS,,,2021,12,1,-2,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005955,03-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013149,YGN-01/2021/2007509,Empty Return,YGN-PWR/2021/002058,
Sales Shipment,SS-MDY/2021/1008840,,BST,Beer Station,BST-ND,Beer Station (Non-Draught),REG-09,Upper,MDY,Mandalay,MMR010004,Chanmyathazi,SE-052,SE-10602,Toe Zin Oo,C011249,C011249-Beer Star 12,BG0201,Tuborg Green,PT008,640 ML Bottle - Crate,10TBG640CR-4G,Tuborg-4G 640ml Bottle pack of 12 (Crate),CASE,BT001,Lager,2021,12,1,10,0.768,"199,047.62","9,952.38","209,000.00",0,0,0,"199,047.62","9,952.38","209,000.00",PSI-MDY/2021/1008740,01-12-21,MDY-01,MDY-01/2021/1009246,SE-10602161120210906050150,16-11-21,,,,MDY-PWS/2021/001372,SE-10602161120210906050150
Sales Shipment,SS-PYA/2021/1001869,,BST,Beer Station,BST-D,Beer Station (Draught),REG-08,Central,PYA,Pyay,MMR008001,Pyay,SE-142,SE-10627,Swan Pyae Sone,C011251,C011251-Gin Khar Ti,BL3700,YOMA Classic,PT001,30 Liter Keg,10YOM30K,Yoma Classic 30 Litre Keg,KEG,BT001,Lager,2021,12,1,1,0.3,"52,666.67","2,633.33","55,300.00",0,0,0,"52,666.67","2,633.33","55,300.00",PSI-PYA/2021/1001863,01-12-21,PYA-01,PYA-01/2021/1001845,SE-10627301120211141400087,30-11-21,,,,PYA-PWS/2021/000625,SE-10627301120211141400087
Sales Shipment,SS-MDY/2021/1008792,,MR,Mainstream Restaurant,MR-ND,Mainstream Restaurant (Non-Draught),REG-09,Upper,MDY,Mandalay,MMR010013,Kyaukse,SE-056,SE-10613,Kyaw Ye Oo,C011253,C011253-Cafe Night,BG0101,Carlsberg,PT006,10 Liter Keg,10CBG10K,Carlsberg 10 Liter KEG,KEG,BT001,Lager,2021,12,1,2,0.2,"59,238.10","2,961.91","62,200.01",0,0,0,"59,238.10","2,961.91","62,200.01",PSI-MDY/2021/1008692,01-12-21,MDY-01,MDY-01/2021/1009519,SE-10613301120211104130210,30-11-21,,,,MDY-PWS/2021/001367,SE-10613301120211104130210
Sales Shipment,SS-YGN/2021/1013181,,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013018,Dagon Myothit (South),SE-031,SE-10739,Htun Lin Htet,C011268,C011268-Ko Gyi Kyaw,BL3700,YOMA Classic,PT001,30 Liter Keg,10YOM30K,Yoma Classic 30 Litre Keg,KEG,BT001,Lager,2021,12,1,2,0.6,"105,333.33","5,266.67","110,600.00",0,0,0,"105,333.33","5,266.67","110,600.00",PSI-YGN/2021/1013210,01-12-21,YGN-01,YGN-01/2021/1013245,,30-11-21,,,,YGN-PWS/2021/002999,URGENT ORDER / FIRST ORDER
Sales Shipment,SS-YGN/2021/5001415,Co2 Cylinder,BST,Beer Station,BST-D,Beer Station (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013018,Dagon Myothit (South),SE-031,SE-10739,Htun Lin Htet,C011268,C011268-Ko Gyi Kyaw,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,CO2FULL,CO2 Cylinder (Full),PCS,,,2021,12,1,2,0,0,0,0,0,0,0,0,0,0,PSI-YGN/2021/5001417,01-12-21,YGN-01,YGN-01/2021/5001447,,30-11-21,,,,YGN-PWS/2021/002999,URGENT ORDER / FIRST ORDER
Sales Shipment,SS-YGN/2021/3000557,Free Beer-Adhoc,PB,Premium Bar,PB-D,Premium Bar (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013022,Mingalartaungnyunt,SE-106,SE-10840,Aung Myo Tun,C011273,C011273-Level 2,BG0101,Carlsberg,PT001,30 Liter Keg,10CBG30K,Carlsberg 30 Liter KEG,KEG,BT001,Lager,2021,12,1,2,0.6,0,0,0,"171,047.62",0,"171,047.62","171,047.62",0,"171,047.62",PSI-YGN/2021/3000558,01-12-21,YGN-01,YGN-01/2021/3000619,,30-11-21,,,,YGN-PWS/2021/002994,GRAND OPENING / SD APPROVE 30 NOV
Sales Shipment,SS-YGN/2021/3000557,Free Beer-Adhoc,PB,Premium Bar,PB-D,Premium Bar (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013022,Mingalartaungnyunt,SE-106,SE-10840,Aung Myo Tun,C011273,C011273-Level 2,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,2,0.6,0,0,0,"128,095.24",0,"128,095.24","128,095.24",0,"128,095.24",PSI-YGN/2021/3000558,01-12-21,YGN-01,YGN-01/2021/3000619,,30-11-21,,,,YGN-PWS/2021/002994,GRAND OPENING / SD APPROVE 30 NOV
Sales Return Receipt,SR-YGN/2021/206984,,PB,Premium Bar,PB-D,Premium Bar (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013022,Mingalartaungnyunt,SE-106,SE-10840,Aung Myo Tun,C011273,C011273-Level 2,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000032,Keg 30L,PCS,,,2021,12,1,-1,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005956,03-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/3000538,YGN-01/2021/2007500,Empty Return,YGN-PWR/2021/002057,
Sales Return Receipt,SR-YGN/2021/206907,,BST,Beer Station,BST-ND,Beer Station (Non-Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013033,Kyauktada,SE-040,SE-10830,Zaw Min Htwe,CD000822,CD000822-Shan Shwe Li 1,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000032,Keg 30L,PCS,,,2021,12,1,-7,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005556,02-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1012342,YGN-01/2021/2007421,Empty Return,YGN-PWR/2021/002044,
Sales Return Receipt,SR-YGN/2021/206907,,BST,Beer Station,BST-ND,Beer Station (Non-Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013033,Kyauktada,SE-040,SE-10830,Zaw Min Htwe,CD000822,CD000822-Shan Shwe Li 1,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000053,Keg 10L,PCS,,,2021,12,1,-6,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005556,02-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1012342,YGN-01/2021/2007421,Empty Return,YGN-PWR/2021/002044,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
